Book,Section Number,Start Chapter,Start Verse,Start Sub-verse,Start OGNTsort,End Chapter,End Verse,End Sub-verse,End OGNTsort,Note
"Mt",1,1,1,"","000001",1,16,"","000246",""
"Mt",2,1,17,"","000247",1,17,"","000275",""
"Mt",3,1,18,"","000276",1,18,"","000301",""
"Mt",4,1,19,"","000302",2,4,"","000503",""
"Mt",5,2,5,"","000504",2,6,"","000541",""
"Mt",6,2,7,"","000542",2,23,"","000893",""
"Mt",7,3,1,"","000894",3,2,"","000917",""
"Mt",8,3,3,"","000918",3,3,"","000941",""
"Mt",9,3,4,"","000942",3,6,"","000995",""
"Mt",10,3,7,"","000996",3,10,"","001072",""
"Mt",11,3,11,"","001073",3,11,"","001103",""
"Mt",12,3,12,"","001104",3,12,"","001129",""
"Mt",13,3,13,"","001130",3,15,"","001183",""
"Mt",14,3,16,"","001184",3,17,"","001228",""
"Mt",15,4,1,"","001229",4,1,"","001242",""
"Mt",16,4,2,"","001243",4,10,"","001400",""
"Mt",17,4,11,"","001401",4,11,"","001412",""
"Mt",18,4,12,"","001413",4,12,"","001421",""
"Mt",19,4,13,"","001422",4,16,"","001478",""
"Mt",20,4,17,"","001479",4,18,"","001520",""
"Mt",21,4,19,"","001521",4,20,"","001539",""
"Mt",22,4,21,"","001540",4,22,"","001582",""
"Mt",23,4,23,"","001583",4,25,"","001657",""
"Mt",24,5,1,"","001658",5,1,"","001673",""
"Mt",25,5,2,"","001674",5,3,"","001693",""
"Mt",26,5,5,"","001700",5,5,"","001707","section 27V is before 26X"
"Mt",27,5,4,"","001694",5,4,"","001699","section 27V is before 26X"
"Mt",28,5,6,"","001708",5,6,"","001717",""
"Mt",29,5,7,"","001718",5,10,"","001753",""
"Mt",30,5,11,"","001754",5,12,"","001788",""
"Mt",31,5,13,"","001789",5,13,"","001814",""
"Mt",32,5,14,"","001815",5,16,"","001870",""
"Mt",33,5,17,"","001871",5,17,"","001885",""
"Mt",34,5,18,"","001886",5,18,"","001912",""
"Mt",35,5,19,"","001913",5,24,"","002066",""
"Mt",36,5,25,"","002067",5,26,"","002109",""
"Mt",37,5,27,"","002110",5,39,"A","002333",""
"Mt",38,5,39,"B","002334",5,40,"","002362",""
"Mt",39,5,41,"","002363",5,43,"","002396",""
"Mt",40,5,44,"","002397",5,45,"","002434",""
"Mt",41,5,46,"","002435",5,48,"","002479",""
"Mt",42,6,1,"","002480",6,6,"","002637",""
"Mt",43,6,7,"","002638",6,13,"","002730",""
"Mt",44,6,14,"","002731",6,15,"","002760",""
"Mt",45,6,16,"","002761",6,19,"","002841",""
"Mt",46,6,20,"","002842",6,21,"","002872",""
"Mt",47,6,22,"","002873",6,23,"","002917",""
"Mt",48,6,24,"","002918",6,24,"","002944",""
"Mt",49,6,25,"","002945",6,34,"","003132",""
"Mt",50,7,1,"","003133",7,2,"","003150",""
"Mt",51,7,3,"","003151",7,5,"","003214",""
"Mt",52,7,6,"","003215",7,6,"","003239",""
"Mt",53,7,7,"","003240",7,11,"","003313",""
"Mt",54,7,12,"","003314",7,12,"","003336",""
"Mt",55,7,13,"","003337",7,14,"","003380",""
"Mt",56,7,15,"","003381",7,16,"A","003402",""
"Mt",57,7,16,"B","003403",7,16,"B","003411",""
"Mt",58,7,17,"","003412",7,20,"","003457",""
"Mt",59,7,21,"","003458",7,21,"","003482",""
"Mt",60,7,22,"","003483",7,23,"","003524",""
"Mt",61,7,24,"","003525",7,27,"","003619",""
"Mt",62,7,28,"","003620",7,29,"","003648",""
"Mt",63,8,1,"","003649",8,4,"","003710",""
"Mt",64,8,5,"","003711",8,10,"","003814",""
"Mt",65,8,11,"","003815",8,12,"","003857","Nestle-Aland places 65V one line lower"
"Mt",66,8,13,"","003858",8,13,"","003877",""
"Mt",67,8,14,"","003878",8,18,"","003955",""
"Mt",68,8,19,"","003956",8,22,"","004025",""
"Mt",69,8,23,"","004026",8,34,"","004233",""
"Mt",70,9,1,"","004234",9,8,"","004359",""
"Mt",71,9,9,"","004360",9,9,"","004381",""
"Mt",72,9,10,"","004382",9,11,"","004421",""
"Mt",73,9,12,"","004422",9,17,"","004557",""
"Mt",74,9,18,"","004558",9,26,"","004695",""
"Mt",75,9,27,"","004696",9,34,"","004809",""
"Mt",76,9,35,"","004810",9,35,"","004837",""
"Mt",77,9,36,"","004838",9,36,"","004854",""
"Mt",78,9,37,"","004855",9,38,"","004880",""
"Mt",79,10,1,"","004881",10,1,"","004901",""
"Mt",80,10,2,"","004902",10,4,"","004954",""
"Mt",81,10,5,"","004955",10,6,"","004984",""
"Mt",82,10,7,"","004985",10,10,"","005035",""
"Mt",83,10,11,"","005036",10,11,"","005054",""
"Mt",84,10,12,"","005055",10,13,"","005085",""
"Mt",85,10,14,"","005086",10,15,"","005126",""
"Mt",86,10,16,"","005127",10,16,"","005146",""
"Mt",87,10,17,"","005147",10,18,"","005178",""
"Mt",88,10,19,"","005179",10,22,"","005246",""
"Mt",89,10,23,"","005247",10,23,"","005276",""
"Mt",90,10,24,"","005277",10,25,"A","005304",""
"Mt",91,10,25,"B","005305",10,26,"A","005318",""
"Mt",92,10,26,"B","005319",10,26,"B","005330",""
"Mt",93,10,27,"","005331",10,32,"","005432",""
"Mt",94,10,33,"","005433",10,33,"","005451",""
"Mt",95,10,34,"","005452",10,36,"","005493",""
"Mt",96,10,37,"","005494",10,38,"","005531",""
"Mt",97,10,39,"","005532",10,39,"","005548",""
"Mt",98,10,40,"","005549",10,40,"","005561",""
"Mt",99,10,41,"","005562",10,41,"","005580",""
"Mt",100,10,42,"","005581",10,42,"","005603",""
"Mt",101,11,1,"","005604",11,1,"","005624",""
"Mt",102,11,2,"","005625",11,9,"","005738",""
"Mt",103,11,10,"","005739",11,10,"","005759",""
"Mt",104,11,11,"","005760",11,11,"","005782",""
"Mt",105,11,12,"","005783",11,13,"","005810",""
"Mt",106,11,14,"","005811",11,15,"","005824",""
"Mt",107,11,16,"","005825",11,19,"","005889",""
"Mt",108,11,20,"","005890",11,23,"B","005953",""
"Mt",109,11,23,"C","005954",11,24,"","005982",""
"Mt",110,11,25,"","005983",11,26,"","006019",""
"Mt",111,11,27,"A","006020",11,27,"A","006026",""
"Mt",112,11,27,"B","006027",11,27,"B","006051",""
"Mt",113,11,28,"","006052",11,30,"","006096",""
"Mt",114,12,1,"","006097",12,4,"","006179",""
"Mt",115,12,5,"","006180",12,8,"","006232",""
"Mt",116,12,9,"","006233",12,13,"","006311",""
"Mt",117,12,14,"","006312",12,14,"","006328",""
"Mt",118,12,15,"","006329",12,21,"","006415",""
"Mt",119,12,22,"","006416",12,22,"","006431",""
"Mt",120,12,23,"","006432",12,23,"","006444",""
"Mt",121,12,24,"","006445",12,24,"","006462",""
"Mt",122,12,25,"","006463",12,30,"","006580",""
"Mt",123,12,31,"","006581",12,32,"","006631",""
"Mt",124,12,33,"","006632",12,34,"","006675",""
"Mt",125,12,35,"","006676",12,35,"","006694",""
"Mt",126,12,36,"","006695",12,37,"","006724",""
"Mt",127,12,38,"","006725",12,38,"","006739",""
"Mt",128,12,39,"","006740",12,42,"","006845",""
"Mt",129,12,43,"","006846",12,45,"","006912",""
"Mt",130,12,46,"","006913",12,50,"","007002",""
"Mt",131,13,1,"","007003",13,11,"","007164",""
"Mt",132,13,12,"","007165",13,12,"","007181",""
"Mt",133,13,13,"","007182",13,15,"","007252",""
"Mt",134,13,16,"","007253",13,17,"","007288",""
"Mt",135,13,18,"","007289",13,23,"","007416",""
"Mt",136,13,24,"","007417",13,30,"","007553",""
"Mt",137,13,31,"","007554",13,32,"","007603",""
"Mt",138,13,33,"","007604",13,33,"","007626",""
"Mt",139,13,34,"","007627",13,35,"","007660",""
"Mt",140,13,36,"","007661",13,53,"","007982",""
"Mt",141,13,54,"","007983",13,56,"","008045",""
"Mt",142,13,57,"","008046",13,58,"","008078",""
"Mt",143,14,1,"","008079",14,2,"","008112",""
"Mt",144,14,3,"","008113",14,5,"","008154",""
"Mt",145,14,6,"","008155",14,12,"","008250",""
"Mt",146,14,13,"","008251",14,14,"","008287",""
"Mt",147,14,15,"","008288",14,21,"","008407",""
"Mt",148,14,22,"","008408",14,22,"","008427",""
"Mt",149,14,23,"A","008428",14,23,"A","008438",""
"Mt",150,14,23,"B","008439",14,27,"","008506",""
"Mt",151,14,28,"","008507",14,31,"","008574",""
"Mt",152,14,32,"","008575",14,34,"","008603",""
"Mt",153,14,35,"","008604",14,36,"","008639",""
"Mt",154,15,1,"","008640",15,11,"","008795",""
"Mt",155,15,12,"","008796",15,13,"","008824",""
"Mt",156,15,14,"","008825",15,14,"","008839",""
"Mt",157,15,15,"","008840",15,23,"","008970",""
"Mt",158,15,24,"","008971",15,24,"","008985",""
"Mt",159,15,25,"","008986",15,28,"","009056",""
"Mt",160,15,29,"","009057",15,39,"","009248",""
"Mt",161,16,1,"","009249",16,1,"","009263",""
"Mt",162,16,2,"","009264",16,3,"","009299",""
"Mt",163,16,4,"","009300",16,4,"","009319",""
"Mt",164,16,5,"","009320",16,6,"","009344",""
"Mt",165,16,7,"","009345",16,12,"","009428",""
"Mt",166,16,13,"","009429",16,16,"","009493",""
"Mt",167,16,17,"","009494",16,19,"","009573",""
"Mt",168,16,20,"","009574",16,21,"","009617",""
"Mt",169,16,22,"","009618",16,23,"","009657",""
"Mt",170,16,24,"","009658",16,26,"","009723",""
"Mt",171,16,27,"","009724",16,27,"","009748",""
"Mt",172,16,28,"","009749",17,9,"","009942",""
"Mt",173,17,10,"","009943",17,13,"","010006",""
"Mt",174,17,14,"","010007",17,18,"","010092",""
"Mt",175,17,19,"","010093",17,21,"","010139","Mt 17:21 not in most mss per Nestle-Aland"
"Mt",176,17,22,"","010140",17,23,"","010169",""
"Mt",177,17,24,"","010170",17,27,"","010270",""
"Mt",178,18,1,"","010271",18,5,"","010348",""
"Mt",179,18,6,"","010349",18,7,"","010397",""
"Mt",180,18,8,"","010398",18,9,"","010468",""
"Mt",181,18,10,"","010469",18,11,"","010495","Mt 18:11 not in most mss per Nestle-Aland"
"Mt",182,18,12,"","010496",18,14,"","010560",""
"Mt",183,18,15,"","010561",18,15,"","010583",""
"Mt",184,18,16,"","010584",18,17,"","010625",""
"Mt",185,18,18,"","010626",18,18,"","010649",""
"Mt",186,18,19,"","010650",18,20,"","010693",""
"Mt",187,18,21,"","010694",18,22,"","010725",""
"Mt",188,18,23,"","010726",18,35,"","010938",""
"Mt",189,19,1,"","010939",19,8,"","011074",""
"Mt",190,19,9,"","011075",19,9,"","011091",""
"Mt",191,19,10,"","011092",19,12,"","011154",""
"Mt",192,19,13,"","011155",19,15,"","011199",""
"Mt",193,19,16,"","011200",19,20,"","011276",""
"Mt",194,19,21,"","011277",19,21,"","011302",""
"Mt",195,19,22,"","011303",19,27,"","011397",""
"Mt",196,19,28,"A","011398",19,28,"A","011423",""
"Mt",197,19,28,"B","011424",19,28,"B","011435",""
"Mt",198,19,29,"","011436",19,29,"","011462",""
"Mt",199,19,30,"","011463",19,30,"","011470",""
"Mt",200,20,1,"","011471",20,16,"","011712",""
"Mt",201,20,17,"","011713",20,19,"","011765",""
"Mt",202,20,20,"","011766",20,23,"","011860",""
"Mt",203,20,24,"","011861",20,27,"","011915",""
"Mt",204,20,28,"","011916",20,28,"","011933",""
"Mt",205,20,29,"","011934",20,34,"","012012",""
"Mt",206,21,1,"","012013",21,3,"","012069",""
"Mt",207,21,4,"","012070",21,5,"","012100",""
"Mt",208,21,6,"","012101",21,8,"","012150",""
"Mt",209,21,9,"","012151",21,9,"","012175",""
"Mt",210,21,10,"","012176",21,11,"","012202",""
"Mt",211,21,12,"","012203",21,13,"","012247",""
"Mt",212,21,14,"","012248",21,14,"","012259",""
"Mt",213,21,15,"","012260",21,16,"","012308",""
"Mt",214,21,17,"","012309",21,20,"","012373",""
"Mt",215,21,21,"","012374",21,21,"","012407",""
"Mt",216,21,22,"","012408",21,22,"","012417",""
"Mt",217,21,23,"","012418",21,27,"","012533",""
"Mt",218,21,28,"","012534",21,32,"","012639",""
"Mt",219,21,33,"","012640",21,44,"","012850",""
"Mt",220,21,45,"","012851",21,46,"","012877",""
"Mt",221,22,1,"","012878",22,10,"","013038",""
"Mt",222,22,11,"","013039",22,14,"","013100",""
"Mt",223,22,15,"","013101",22,33,"","013378",""
"Mt",224,22,34,"","013379",22,40,"","013460",""
"Mt",225,22,41,"","013461",22,45,"","013522",""
"Mt",226,22,46,"","013523",22,46,"","013538",""
"Mt",227,23,1,"","013539",23,3,"","013580",""
"Mt",228,23,4,"","013581",23,4,"","013602",""
"Mt",229,23,5,"","013603",23,7,"","013647",""
"Mt",230,23,8,"","013648",23,11,"","013696",""
"Mt",231,23,12,"","013697",23,12,"","013706",""
"Mt",232,23,13,"","013707",23,14,"","013731","Mt 23:14 not in most mss per Nestle-Aland"
"Mt",233,23,15,"","013732",23,22,"","013876",""
"Mt",234,23,23,"","013877",23,23,"","013913",""
"Mt",235,23,24,"","013914",23,24,"","013923",""
"Mt",236,23,25,"","013924",23,26,"","013960",""
"Mt",237,23,27,"","013961",23,28,"","013999",""
"Mt",238,23,29,"","014000",23,32,"","014055",""
"Mt",239,23,33,"","014056",23,33,"","014065",""
"Mt",240,23,34,"","014066",23,36,"","014137",""
"Mt",241,23,37,"","014138",23,39,"","014193",""
"Mt",242,24,1,"","014194",24,2,"","014234",""
"Mt",243,24,3,"","014235",24,8,"","014330",""
"Mt",244,24,9,"","014331",24,9,"","014349",""
"Mt",245,24,10,"","014350",24,13,"","014384",""
"Mt",246,24,14,"","014385",24,14,"","014405",""
"Mt",247,24,15,"","014406",24,16,"","014434",""
"Mt",248,24,17,"","014435",24,18,"","014458",""
"Mt",249,24,19,"","014459",24,19,"","014471",""
"Mt",250,24,20,"","014472",24,20,"","014482",""
"Mt",251,24,21,"","014483",24,21,"","014500",""
"Mt",252,24,22,"","014501",24,22,"","014520",""
"Mt",253,24,23,"","014521",24,23,"","014533",""
"Mt",254,24,24,"","014534",24,24,"","014551",""
"Mt",255,24,25,"","014552",24,26,"","014571",""
"Mt",256,24,27,"","014572",24,27,"","014590",""
"Mt",257,24,28,"","014591",24,28,"","014599",""
"Mt",258,24,29,"","014600",24,30,"A","014642",""
"Mt",259,24,30,"B","014643",24,35,"","014755",""
"Mt",260,24,36,"","014756",24,36,"","014777",""
"Mt",261,24,37,"","014778",24,39,"","014835",""
"Mt",262,24,40,"","014836",24,41,"","014856",""
"Mt",263,24,42,"","014857",24,42,"","014867",""
"Mt",264,24,43,"","014868",24,44,"","014906",""
"Mt",265,24,45,"","014907",24,45,"","014929",""
"Mt",266,24,46,"","014930",24,47,"","014952",""
"Mt",267,24,48,"","014953",24,51,"","015017",""
"Mt",268,25,1,"","015018",25,13,"","015188",""
"Mt",269,25,14,"","015189",25,14,"","015202",""
"Mt",270,25,15,"","015203",25,28,"","015454",""
"Mt",271,25,29,"","015455",25,29,"","015471",""
"Mt",272,25,30,"","015472",25,30,"","015490",""
"Mt",273,25,31,"","015491",26,1,"","015784",""
"Mt",274,26,2,"","015785",26,2,"","015801",""
"Mt",275,26,3,"","015802",26,5,"","015840",""
"Mt",276,26,6,"","015841",26,11,"","015913",""
"Mt",277,26,12,"","015914",26,13,"","015949",""
"Mt",278,26,14,"","015950",26,19,"","016045",""
"Mt",279,26,20,"","016046",26,21,"","016065",""
"Mt",280,26,22,"","016066",26,22,"","016077",""
"Mt",281,26,23,"","016078",26,24,"A","016115",""
"Mt",282,26,24,"B","016116",26,24,"B","016124",""
"Mt",283,26,25,"","016125",26,25,"","016139",""
"Mt",284,26,26,"","016140",26,26,"","016161",""
"Mt",285,26,27,"","016162",26,29,"","016218",""
"Mt",286,26,30,"","016219",26,30,"","016226",""
"Mt",287,26,31,"A","016227",26,31,"A","016242",""
"Mt",288,26,31,"B","016243",26,32,"","016261",""
"Mt",289,26,33,"","016262",26,34,"","016293",""
"Mt",290,26,35,"","016294",26,35,"","016313",""
"Mt",291,26,36,"A","016314",26,36,"A","016323",""
"Mt",292,26,36,"B","016324",26,37,"","016347",""
"Mt",293,26,38,"","016348",26,38,"","016363",""
"Mt",294,26,39,"AB","016364",26,39,"AB","016384",""
"Mt",295,26,39,"C","016385",26,39,"C","016392",""
"Mt",296,26,40,"","016393",26,41,"A","016421",""
"Mt",297,26,41,"B","016422",26,41,"B","016429",""
"Mt",298,26,42,"","016430",26,44,"","016475",""
"Mt",299,26,45,"","016476",26,46,"","016508",""
"Mt",300,26,47,"","016509",26,47,"","016534",""
"Mt",301,26,48,"","016535",26,50,"","016580",""
"Mt",302,26,51,"","016581",26,52,"A","016616",""
"Mt",303,26,52,"B","016617",26,54,"","016650",""
"Mt",304,26,55,"","016651",26,55,"","016680",""
"Mt",305,26,56,"","016681",26,56,"","016697",""
"Mt",306,26,57,"","016698",26,57,"","016714",""
"Mt",307,26,58,"","016715",26,58,"","016736",""
"Mt",308,26,59,"","016737",26,60,"A","016757",""
"Mt",309,26,60,"B","016758",26,64,"A","016821",""
"Mt",310,26,64,"B","016822",26,64,"B","016843",""
"Mt",311,26,65,"A","016844",26,65,"A","016852",""
"Mt",312,26,65,"B","016853",26,66,"","016872",""
"Mt",313,26,67,"","016873",26,68,"","016893",""
"Mt",314,26,69,"","016894",26,70,"","016924",""
"Mt",315,26,71,"","016925",26,74,"","016989",""
"Mt",316,26,75,"","016990",26,75,"","017009",""
"Mt",317,27,1,"","017010",27,1,"","017028",""
"Mt",318,27,2,"","017029",27,2,"","017037",""
"Mt",319,27,3,"","017038",27,10,"","017155",""
"Mt",320,27,11,"","017156",27,11,"","017180",""
"Mt",321,27,12,"","017181",27,14,"","017215",""
"Mt",322,27,15,"","017216",27,15,"","017228",""
"Mt",323,27,16,"","017229",27,18,"","017262",""
"Mt",324,27,19,"","017263",27,19,"","017289",""
"Mt",325,27,20,"","017290",27,21,"","017324",""
"Mt",326,27,22,"","017325",27,23,"","017351",""
"Mt",327,27,24,"","017352",27,25,"","017395",""
"Mt",328,27,26,"","017396",27,26,"","017407",""
"Mt",329,27,27,"","017408",27,29,"","017458",""
"Mt",330,27,30,"","017459",27,31,"","017491",""
"Mt",331,27,32,"","017492",27,32,"","017505",""
"Mt",332,27,33,"","017506",27,33,"","017516",""
"Mt",333,27,34,"","017517",27,34,"","017528",""
"Mt",334,27,35,"","017529",27,36,"","017542",""
"Mt",335,27,37,"","017543",27,37,"","017559",""
"Mt",336,27,38,"","017560",27,38,"","017572",""
"Mt",337,27,39,"","017573",27,40,"","017604",""
"Mt",338,27,41,"","017605",27,43,"","017648",""
"Mt",339,27,44,"","017649",27,44,"","017660",""
"Mt",340,27,45,"","017661",27,45,"","017673",""
"Mt",341,27,46,"","017674",27,47,"","017708",""
"Mt",342,27,48,"","017709",27,49,"","017736",""
"Mt",343,27,50,"","017737",27,50,"","017746",""
"Mt",344,27,51,"A","017747",27,51,"A","017759",""
"Mt",345,27,51,"B","017760",27,53,"","017795",""
"Mt",346,27,54,"","017796",27,54,"","017819",""
"Mt",347,27,55,"","017820",27,56,"","017856",""
"Mt",348,27,57,"","017857",27,58,"","017886",""
"Mt",349,27,59,"","017887",27,60,"","017919",""
"Mt",350,27,61,"","017920",27,61,"","017933",""
"Mt",351,27,62,"","017934",27,66,"","018017",""
"Mt",352,28,1,"","018018",28,4,"","018082",""
"Mt",353,28,5,"","018083",28,7,"","018137",""
"Mt",354,28,8,"","018138",28,8,"","018153",""
"Mt",355,28,9,"","018154",28,20,"","018346",""
"Mk",1,1,1,"","018347",1,2,"","018373",""
"Mk",2,1,3,"","018374",1,3,"","018387",""
"Mk",3,1,4,"","018388",1,7,"A","018448",""
"Mk",4,1,7,"B","018449",1,8,"","018476",""
"Mk",5,1,9,"","018477",1,11,"","018529",""
"Mk",6,1,12,"","018530",1,13,"B","018554",""
"Mk",7,1,13,"C","018555",1,13,"C","018559",""
"Mk",8,1,14,"A","018560",1,14,"A","018571",""
"Mk",9,1,14,"B","018572",1,16,"","018615",""
"Mk",10,1,17,"","018616",1,18,"","018636",""
"Mk",11,1,19,"","018637",1,20,"","018676",""
"Mk",12,1,21,"","018677",1,21,"","018689",""
"Mk",13,1,22,"","018690",1,22,"","018707",""
"Mk",14,1,23,"","018708",1,28,"","018800",""
"Mk",15,1,29,"","018801",1,34,"A","018877",""
"Mk",16,1,34,"BC","018878",1,34,"BC","018890",""
"Mk",17,1,35,"","018891",1,39,"","018953",""
"Mk",18,1,40,"","018954",1,44,"","019023",""
"Mk",19,1,45,"","019024",1,45,"","019052",""
"Mk",20,2,1,"","019053",2,12,"","019248",""
"Mk",21,2,13,"","019249",2,14,"","019284",""
"Mk",22,2,15,"","019285",2,16,"","019334",""
"Mk",23,2,17,"","019335",2,22,"","019486",""
"Mk",24,2,23,"","019487",2,26,"","019568",""
"Mk",25,2,27,"","019569",3,5,"","019674",""
"Mk",26,3,6,"","019675",3,7,"A","019700",""
"Mk",27,3,7,"B","019701",3,11,"A","019773",""
"Mk",28,3,11,"B","019774",3,12,"","019792",""
"Mk",29,3,13,"","019793",3,16,"A","019832",""
"Mk",30,3,16,"B","019833",3,19,"","019886",""
"Mk",31,3,20,"","019887",3,21,"","019914",""
"Mk",32,3,22,"","019915",3,22,"","019935",""
"Mk",33,3,23,"","019936",3,27,"","020012",""
"Mk",34,3,28,"","020013",3,30,"","020055",""
"Mk",35,3,31,"","020056",3,35,"","020140",""
